record_id,date,depot,product,opening_stock_liters,received_pipeline_liters,dispatched_liters,book_closing_stock_liters,physical_dip_closing_stock_liters,variance_liters
INV-BAL-512641,2025-11-03,Mombasa (Kipevu),JETA1,907308,0,0,907308,904537,-2771
INV-BAL-570292,2025-09-26,Nairobi,LUB,1863807,0,0,1863807,1858855,-4952
INV-BAL-303233,2026-02-05,Mombasa (KOSF),AGO,1742978,0,0,1742978,1739842,-3136
INV-BAL-644773,2026-02-19,Nairobi,LPG,1526330,0,46796,1479534,1477035,-2499
INV-BAL-131139,2025-09-01,Kisumu,LUB,1437457,712226,0,2149683,2145200,-4483
INV-BAL-078572,2025-04-08,Mombasa (Kipevu),JETA1,842570,0,0,842570,842380,-190
INV-BAL-766255,2026-02-23,Mombasa (KOSF),DPK,1947498,0,52528,1894970,1890157,-4813
INV-BAL-219478,2025-01-19,Mombasa (Kipevu),DPK,862205,502507,56406,1308306,1303609,-4697
INV-BAL-802350,2025-09-30,Mombasa (KOSF),LPG,735297,0,0,735297,736226,929
INV-BAL-712961,2025-10-17,Kisumu,HFO,624692,0,0,624692,620366,-4326
INV-BAL-925257,2025-07-18,Mombasa (Kipevu),LUB,1486186,0,29236,1456950,1457618,668
INV-BAL-872553,2026-01-31,Mombasa (KOSF),HFO,1284285,726663,0,2010948,2007450,-3498
INV-BAL-807858,2025-06-05,Mombasa (Kipevu),HFO,1379004,571234,0,1950238,1948064,-2174
INV-BAL-968315,2025-01-05,Nairobi,JETA1,546768,0,42965,503803,504039,236
INV-BAL-849416,2025-12-14,Nairobi,LPG,781506,0,26975,754531,754800,269
INV-BAL-508891,2025-11-03,Kisumu,JETA1,984079,314748,0,1298827,1297809,-1018
INV-BAL-225344,2026-05-23,Mombasa (Kipevu),LUB,847737,599204,0,1446941,1444542,-2399
INV-BAL-238502,2025-01-31,Nairobi,AGO,1249219,0,0,1249219,1246602,-2617
INV-BAL-985713,2025-05-08,Mombasa (KOSF),LUB,1213560,0,0,1213560,1211127,-2433
INV-BAL-426151,2025-01-13,Mombasa (Kipevu),JETA1,1362210,0,0,1362210,1362365,155
INV-BAL-357136,2025-01-05,Nairobi,LPG,1420652,0,0,1420652,1422013,1361
INV-BAL-475177,2025-05-10,Nairobi,JETA1,1394928,439370,0,1834298,1832918,-1380
INV-BAL-676721,2026-06-26,Kisumu,LPG,1315391,0,0,1315391,1310602,-4789
INV-BAL-978401,2026-06-12,Eldoret,HFO,1079811,0,0,1079811,1075948,-3863
INV-BAL-735700,2026-03-16,Mombasa (Kipevu),DPK,1473376,404219,0,1877595,1873852,-3743
INV-BAL-838634,2026-06-08,Eldoret,JETA1,1275553,764971,0,2040524,2037351,-3173
INV-BAL-669466,2025-02-11,Eldoret,AGO,1004381,0,0,1004381,999472,-4909
INV-BAL-096257,2025-09-10,Kisumu,LUB,1672514,0,0,1672514,1667930,-4584
INV-BAL-488326,2025-05-29,Mombasa (Kipevu),AGO,1077105,0,57061,1020044,1016880,-3164
INV-BAL-895694,2025-02-15,Kisumu,LUB,1368377,0,0,1368377,1370063,1686
INV-BAL-351419,2025-08-28,Eldoret,AGO,687620,0,31017,656603,657794,1191
INV-BAL-181080,2025-07-15,Kisumu,AGO,1586325,0,0,1586325,1585934,-391
INV-BAL-657645,2026-02-16,Mombasa (Kipevu),HFO,1962263,0,54473,1907790,1908915,1125
INV-BAL-752297,2026-01-19,Eldoret,JETA1,608621,0,0,608621,607658,-963
INV-BAL-124004,2025-10-16,Kisumu,PMS,1699158,0,20729,1678429,1677534,-895
INV-BAL-096223,2025-02-25,Nairobi,HFO,713097,0,29156,683941,683526,-415
INV-BAL-257423,2025-10-31,Mombasa (Kipevu),LPG,1038753,0,0,1038753,1036769,-1984
INV-BAL-175200,2025-08-28,Mombasa (KOSF),LPG,1385814,0,50259,1335555,1336881,1326
INV-BAL-705050,2025-11-23,Nairobi,DPK,748321,0,91188,657133,657530,397
INV-BAL-103388,2025-03-16,Kisumu,LPG,1635052,466509,0,2101561,2096807,-4754
INV-BAL-682516,2025-07-25,Kisumu,LPG,1771400,0,49598,1721802,1718115,-3687
INV-BAL-797712,2026-02-25,Eldoret,DPK,1469626,0,22073,1447553,1442565,-4988
INV-BAL-477512,2026-05-01,Eldoret,LPG,762801,0,0,762801,760753,-2048
INV-BAL-724566,2025-01-02,Mombasa (Kipevu),HFO,1155353,0,0,1155353,1157311,1958
INV-BAL-485415,2025-05-16,Kisumu,JETA1,935176,628340,0,1563516,1560901,-2615
INV-BAL-820804,2025-08-18,Eldoret,LUB,1132367,0,29364,1103003,1102986,-17
INV-BAL-953940,,Mombasa (KOSF),LUB,1290282,0,29997,1260285,1255608,-4677
INV-BAL-614114,2026-04-14,Mombasa (KOSF),JETA1,1433607,0,0,1433607,1429211,-4396
INV-BAL-350146,2025-03-20,Mombasa (KOSF),LUB,1250462,308861,48281,1511042,1506745,-4297
INV-BAL-102817,2025-05-06,Nairobi,HFO,1761766,0,0,1761766,1756809,-4957
INV-BAL-425839,2025-06-19,Mombasa (KOSF),PMS,1822054,0,48321,1773733,1775694,1961
INV-BAL-494532,2025-10-19,Mombasa (KOSF),AGO,746638,0,38466,708172,709935,1763
INV-BAL-148499,2025-04-15,Kisumu,LPG,1060289,446170,43997,1462462,1457936,-4526
INV-BAL-891399,2026-03-20,Eldoret,PMS,788367,0,40490,747877,743522,-4355
INV-BAL-834192,2026-01-23,Mombasa (KOSF),JETA1,1413605,0,0,1413605,1414681,1076
INV-BAL-151138,2026-01-29,Mombasa (Kipevu),HFO,1422603,0,0,1422603,1422920,317
INV-BAL-922268,2025-04-11,Eldoret,LUB,1291310,0,0,1291310,1292265,955
INV-BAL-372168,2025-03-10,Nairobi,LUB,1587315,0,25980,1561335,1559739,-1596
INV-BAL-345174,2026-06-26,Kisumu,JETA1,1233007,283422,27751,1488678,1485210,-3468
INV-BAL-377953,2025-08-09,Nairobi,LPG,671638,0,0,671638,671405,-233
INV-BAL-768176,11/10/2025,Kisumu,DPK,1190349,0,40226,1150123,1148109,-2014
INV-BAL-199699,2025-08-13,Nairobi,LUB,1359110,0,0,1359110,1354998,-4112
INV-BAL-852849,2026-03-15,Kisumu,LUB,625220,0,0,625220,623703,-1517
INV-BAL-105138,2025-08-21,Nairobi,HFO,1146609,0,0,1146609,1144970,-1639
INV-BAL-241003,2026-04-28,Kisumu,DPK,1158341,0,85328,1073013,1070751,-2262
INV-BAL-026615,2025-05-10,Eldoret,LUB,848242,0,54712,793530,795264,1734
INV-BAL-479975,2025-10-20,Kisumu,DPK,1380430,0,0,1380430,1381365,935
INV-BAL-740233,2025-05-30,Mombasa (Kipevu),PMS,1436457,320962,45497,1711922,1711445,-477
INV-BAL-522612,2025-05-12,Nairobi,LPG,1448160,0,0,1448160,1447490,-670
INV-BAL-287872,2026-06-18,Mombasa (Kipevu),JETA1,829224,0,0,829224,827251,-1973
INV-BAL-481543,2025-05-13,Mombasa (KOSF),JETA1,752045,0,0,752045,749598,-2447
INV-BAL-160669,2025-01-01,Kisumu,LPG,999038,0,53433,945605,945371,-234
INV-BAL-118684,2025-11-15,Mombasa (Kipevu),AGO,1997283,0,83480,1913803,1912090,-1713
INV-BAL-955255,2025-10-17,Mombasa (Kipevu),LPG,1905066,775090,32352,2647804,2645935,-1869
INV-BAL-882414,2025-12-25,Nairobi,LPG,754874,0,0,754874,754535,-339
INV-BAL-791279,2026-06-28,Kisumu,LPG,1680922,730401,0,2411323,2411051,-272
INV-BAL-243098,2025-09-18,Mombasa (KOSF),DPK,606357,0,0,606357,601401,-4956
INV-BAL-804551,18/06/2025,Eldoret,LUB,1183793,0,0,1183793,1184020,227
INV-BAL-966712,2026-06-30,Nairobi,PMS,1069198,323252,0,1392450,1388668,-3782
INV-BAL-304940,2025-02-17,Mombasa (KOSF),LUB,885889,0,0,885889,883506,-2383
INV-BAL-716761,2025-10-15,Mombasa (Kipevu),LPG,1335272,0,47237,1288035,1284174,-3861
INV-BAL-855261,2026-03-14,Mombasa (KOSF),LPG,1359075,0,48122,1310953,1308557,-2396
INV-BAL-983103,2025-10-08,Mombasa (Kipevu),DPK,1522865,0,0,1522865,1520124,-2741
INV-BAL-243881,2025-12-06,Kisumu,AGO,668572,0,42938,625634,621371,-4263
INV-BAL-372105,2025-02-20,Eldoret,PMS,1720479,0,37750,1682729,1682263,-466
INV-BAL-051449,2025-11-18,Kisumu,JETA1,1795124,0,54672,1740452,1738801,-1651
INV-BAL-362988,2025-04-04,Nairobi,JETA1,854442,0,0,854442,853365,-1077
INV-BAL-812881,2025-08-14,Eldoret,HFO,734567,0,0,734567,735605,1038
INV-BAL-625706,2026-02-04,Nairobi,DPK,1229161,0,0,1229161,1227924,-1237
INV-BAL-799671,2025-12-31,Mombasa (Kipevu),JETA1,1449656,0,41904,1407752,1407543,-209
INV-BAL-730270,2025-07-23,Nairobi,DPK,1580780,0,31937,1548843,1547787,-1056
INV-BAL-104788,2026-06-18,Eldoret,HFO,1541964,0,27539,1514425,1511316,-3109
INV-BAL-202339,2025-05-18,Mombasa (KOSF),JETA1,1277810,538725,28678,1787857,1783185,-4672
INV-BAL-343836,2026-04-08,Nairobi,HFO,998750,238899,45554,1192095,1193804,1709
INV-BAL-752443,2026-02-16,Mombasa (KOSF),LUB,1191997,0,100034,1091963,1087562,-4401
INV-BAL-784924,2026-02-26,Mombasa (KOSF),JETA1,1624031,0,0,1624031,1622242,-1789
INV-BAL-515556,2025-12-07,Eldoret,HFO,588631,0,43181,545450,546879,1429
INV-BAL-960832,2025-07-05,Mombasa (Kipevu),HFO,648920,0,22015,626905,623368,-3537
INV-BAL-585665,2025-01-15,Kisumu,LUB,1932425,0,0,1932425,1927669,-4756
INV-BAL-285445,2026-04-08,Nairobi,LUB,1122852,0,0,1122852,1122661,-191
INV-BAL-198903,2026-05-11,Kisumu,AGO,1505176,0,23869,1481307,1482424,1117
INV-BAL-080243,2025-09-26,Nairobi,JETA1,1097130,0,0,1097130,1099091,1961
INV-BAL-753424,2025-08-28,Eldoret,JETA1,1866394,541582,0,2407976,2407152,-824
INV-BAL-354237,2025-09-08,Eldoret,JETA1,1148401,0,51539,1096862,1096477,-385
INV-BAL-004638,2026-03-11,Kisumu,AGO,767231,0,38523,728708,729963,1255
INV-BAL-942282,2025-05-27,Nairobi,HFO,1999897,0,0,1999897,2000029,132
INV-BAL-654413,2026-04-26,Kisumu,PMS,1656633,300357,187113,1769877,1769225,-652
INV-BAL-774191,2026-05-07,Mombasa (Kipevu),PMS,1084591,503836,0,1588427,1589656,1229
INV-BAL-888408,2025-09-19,Mombasa (KOSF),PMS,768160,0,44938,723222,719549,-3673
INV-BAL-931835,2025-02-06,Kisumu,PMS,1877790,0,41720,1836070,1831905,-4165
INV-BAL-994001,2025-01-23,Mombasa (KOSF),LUB,1613832,0,47779,1566053,1566655,602
INV-BAL-949436,2025-07-25,Mombasa (KOSF),LUB,1184281,0,0,1184281,1185614,1333
INV-BAL-666379,2025-11-03,Eldoret,AGO,1929937,326392,0,2256329,2257967,1638
INV-BAL-016062,2025-11-09,Mombasa (KOSF),DPK,541718,0,0,541718,540982,-736
INV-BAL-254421,2026-05-23,Nairobi,JETA1,548899,0,29100,519799,519608,-191
INV-BAL-720728,2026-02-20,Eldoret,LPG,1317920,0,24638,1293282,1289328,-3954
INV-BAL-948499,2025-02-07,Eldoret,LUB,766259,369928,0,1136187,1138187,2000
INV-BAL-153581,2026-02-08,Mombasa (Kipevu),DPK,1532349,0,28997,1503352,1499895,-3457
INV-BAL-851814,26/01/2025,Nairobi,DPK,1147354,472690,0,1620044,1615925,-4119
INV-BAL-724189,2025-02-27,Eldoret,DPK,1876194,0,0,1876194,1875892,-302
INV-BAL-906457,2025-01-31,Mombasa (Kipevu),DPK,1176046,497960,55293,1618713,1614610,-4103
INV-BAL-343227,2025-07-22,Eldoret,PMS,938247,752136,0,1690383,1689047,-1336
INV-BAL-986118,2026-06-25,Mombasa (KOSF),JETA1,1984542,0,45460,1939082,1934449,-4633
INV-BAL-948911,2025-08-08,Eldoret,JETA1,1136942,0,0,1136942,1137788,846
INV-BAL-381663,16/08/2025,Nairobi,AGO,1525730,0,25031,1500699,1500995,296
INV-BAL-777721,09/08/2025,Nairobi,JETA1,1321339,0,0,1321339,1318763,-2576
INV-BAL-862217,,Mombasa (Kipevu),DPK,566173,0,0,566173,566040,-133
INV-BAL-689349,2025-10-03,Mombasa (KOSF),HFO,1404075,776070,45445,2134700,2133460,-1240
INV-BAL-554759,2026-05-22,Nairobi,HFO,815356,0,0,815356,814477,-879
INV-BAL-499017,2025-04-25,Nairobi,LUB,1110884,0,0,1110884,1109661,-1223
INV-BAL-490397,2025-12-09,Nairobi,PMS,1004860,0,0,1004860,1004157,-703
INV-BAL-013002,2025-11-27,Mombasa (KOSF),DPK,782266,390352,30100,1142518,1138919,-3599
INV-BAL-370369,2026-07-01,Eldoret,AGO,1047571,589101,0,1636672,1634795,-1877
INV-BAL-321199,2025-02-10,Mombasa (Kipevu),PMS,537180,0,46704,490476,489104,-1372
INV-BAL-319054,2025-05-26,Mombasa (KOSF),PMS,684550,0,0,684550,686380,1830
INV-BAL-892385,2026-03-05,Mombasa (Kipevu),PMS,599935,0,23641,576294,577478,1184
INV-BAL-884262,2025-03-16,Mombasa (KOSF),PMS,787190,0,34191,752999,751195,-1804
INV-BAL-818431,2026-06-14,Kisumu,PMS,983479,0,0,983479,981254,-2225
INV-BAL-694962,2026-03-05,Kisumu,PMS,1388708,0,0,1388708,1386470,-2238
INV-BAL-281770,2025-02-14,Mombasa (Kipevu),LPG,1391215,318554,23264,1686505,1687337,832
INV-BAL-257751,2025-06-22,Kisumu,DPK,1587063,562042,0,2149105,2144151,-4954
INV-BAL-201951,2025-03-09,Mombasa (KOSF),DPK,1915445,273674,56042,2133077,2132181,-896
INV-BAL-905369,2025-01-17,Mombasa (Kipevu),JETA1,1613076,490063,0,2103139,2100178,-2961
INV-BAL-178289,2025-06-08,Mombasa (Kipevu),JETA1,1907552,299621,0,2207173,2202938,-4235
INV-BAL-344622,2026-04-07,Nairobi,JETA1,1400129,0,89354,1310775,1305783,-4992
INV-BAL-340349,2026-06-22,Nairobi,JETA1,1339296,300653,0,1639949,1636597,-3352
INV-BAL-136374,2025-05-20,Nairobi,PMS,1662346,0,0,1662346,1658691,-3655
INV-BAL-023187,2025-08-17,Mombasa (KOSF),PMS,1932133,0,36623,1895510,1892465,-3045
INV-BAL-797635,2025-04-24,Kisumu,AGO,1786225,0,45558,1740667,1740899,232
INV-BAL-354493,19/02/2025,Mombasa (KOSF),HFO,1005179,275019,0,1280198,1275417,-4781
INV-BAL-140939,2025-06-06,Nairobi,HFO,1093535,523391,0,1616926,1616865,-61
INV-BAL-849206,2025-05-09,Mombasa (KOSF),HFO,946538,0,43023,903515,904908,1393
INV-BAL-076511,2025-06-19,Eldoret,AGO,593285,0,0,593285,589545,-3740
INV-BAL-551463,2026-01-02,Eldoret,LUB,1561598,0,0,1561598,1563200,1602
INV-BAL-943389,2026-05-24,Eldoret,HFO,1211753,0,0,1211753,1210783,-970
INV-BAL-237283,2025-07-21,Mombasa (Kipevu),JETA1,528816,359887,43943,844760,845234,474
INV-BAL-453324,2025-01-18,Mombasa (KOSF),PMS,1363196,0,0,1363196,1358269,-4927
INV-BAL-752302,15/08/2025,Nairobi,AGO,878453,0,0,878453,879530,1077
INV-BAL-367027,2026-02-22,Eldoret,LPG,565024,553412,28677,1089759,1087329,-2430
INV-BAL-238832,2026-06-22,Eldoret,HFO,1962758,0,0,1962758,1961076,-1682
INV-BAL-971219,2026-01-05,Nairobi,DPK,620513,694622,0,1315135,1311104,-4031
INV-BAL-362732,2025-04-15,Mombasa (KOSF),LPG,619990,0,35459,584531,583667,-864
INV-BAL-625936,2025-09-20,Eldoret,DPK,1389967,0,0,1389967,1387711,-2256
INV-BAL-976427,2026-03-27,Kisumu,LPG,1583818,0,0,1583818,1581435,-2383
INV-BAL-080885,2026-05-02,Kisumu,JETA1,1712012,0,30274,1681738,1682180,442
INV-BAL-214149,,Mombasa (Kipevu),AGO,1962181,404211,36335,2330057,2328423,-1634
INV-BAL-585409,2025-06-27,Kisumu,DPK,1061298,0,0,1061298,1060688,-610
INV-BAL-471199,2025-01-08,Mombasa (KOSF),AGO,1746419,0,54271,1692148,1694069,1921
INV-BAL-420148,2025-06-18,Mombasa (KOSF),JETA1,1651930,0,0,1651930,1647829,-4101
INV-BAL-215823,2026-01-19,Nairobi,LPG,1117531,0,0,1117531,1116655,-876
INV-BAL-666307,2026-06-30,Eldoret,AGO,1217754,0,0,1217754,1213106,-4648
INV-BAL-192217,2025-08-20,Eldoret,HFO,1059735,0,57402,1002333,997825,-4508
INV-BAL-961674,2025-07-02,Nairobi,PMS,958623,0,0,958623,957226,-1397
INV-BAL-351618,2025-10-29,Kisumu,JETA1,1202507,791372,0,1993879,1995539,1660
INV-BAL-974929,2026-06-04,Kisumu,PMS,1969433,549585,0,2519018,2516814,-2204
INV-BAL-478229,2025-04-16,Mombasa (KOSF),LPG,1630000,279530,0,1909530,1910780,1250
INV-BAL-611282,2025-02-14,Nairobi,PMS,1861748,0,0,1861748,1859652,-2096
INV-BAL-249005,2026-03-30,Mombasa (KOSF),DPK,1439137,0,23002,1416135,1415547,-588
INV-BAL-884050,2025-07-09,Mombasa (KOSF),JETA1,1263740,0,32212,1231528,1231867,339
INV-BAL-053657,2025-05-27,Mombasa (Kipevu),LUB,1177618,0,23874,1153744,1149180,-4564
INV-BAL-204819,2025-04-29,Eldoret,LUB,849809,211002,0,1060811,1056708,-4103
INV-BAL-163757,2025-01-07,Mombasa (KOSF),AGO,686810,0,43170,643640,645383,1743
INV-BAL-380584,2026-02-18,Mombasa (KOSF),DPK,1302271,0,31998,1270273,1268711,-1562
INV-BAL-848537,2025-09-19,Kisumu,AGO,1851852,0,0,1851852,1850802,-1050
INV-BAL-879864,2025-01-17,Mombasa (Kipevu),LUB,1807641,0,30486,1777155,1776429,-726
INV-BAL-325761,2025-10-24,Nairobi,AGO,1624883,0,0,1624883,1623964,-919
INV-BAL-931823,2025-06-19,Eldoret,DPK,658219,0,71543,586676,587612,936
INV-BAL-901128,2026-05-03,Eldoret,AGO,587160,343324,0,930484,931986,1502
INV-BAL-331547,2025-03-18,Mombasa (Kipevu),HFO,1982371,513605,0,2495976,2496351,375
INV-BAL-704707,2025-06-26,Eldoret,JETA1,681166,323707,0,1004873,1006565,1692
INV-BAL-912788,2025-12-27,Mombasa (Kipevu),HFO,1225001,0,0,1225001,1222430,-2571
INV-BAL-684316,2026-04-06,Kisumu,JETA1,1666729,0,20956,1645773,1641494,-4279
INV-BAL-027135,2025-06-25,Mombasa (Kipevu),LUB,1041487,493408,0,1534895,1535616,721
INV-BAL-345822,2025-09-07,Mombasa (KOSF),LUB,637871,389823,0,1027694,1027743,49
INV-BAL-278177,2026-04-16,Mombasa (Kipevu),LUB,629408,0,0,629408,631240,1832
INV-BAL-172587,2025-03-08,Nairobi,LPG,633078,0,29058,604020,599625,-4395
INV-BAL-098256,2025-09-28,Eldoret,HFO,1501883,0,0,1501883,1498901,-2982
INV-BAL-820488,2025-02-08,Mombasa (Kipevu),JETA1,860958,0,0,860958,861463,505
INV-BAL-255703,2026-06-29,Nairobi,PMS,989701,0,22398,967303,966996,-307
INV-BAL-281165,2025-01-12,Mombasa (KOSF),DPK,785077,736304,0,1521381,1518579,-2802
INV-BAL-845040,2026-05-13,Mombasa (KOSF),LPG,1576821,0,0,1576821,1576922,101
INV-BAL-794983,2025-05-23,Nairobi,DPK,1097447,0,0,1097447,1097442,-5
INV-BAL-342087,2025-06-29,Mombasa (KOSF),PMS,799699,0,28280,771419,769361,-2058
INV-BAL-513483,2025-09-29,Mombasa (Kipevu),AGO,1025455,0,34714,990741,988552,-2189
INV-BAL-142728,2026-03-18,Mombasa (KOSF),DPK,1606851,0,105811,1501040,1501974,934
INV-BAL-284015,2025-03-30,Kisumu,LUB,879039,0,42306,836733,836635,-98
INV-BAL-262341,2025-10-27,Nairobi,LUB,649701,0,100735,548966,548665,-301
INV-BAL-504779,2025-08-05,Nairobi,HFO,1623045,0,0,1623045,1618231,-4814
INV-BAL-942282,2025-05-27,Nairobi,HFO,1999897,0,0,1999897,2000029,132
INV-BAL-434367,2026-02-15,Mombasa (KOSF),DPK,1252900,0,68395,1184505,1184652,147
INV-BAL-577781,,Mombasa (Kipevu),HFO,1714161,333842,0,2048003,2046264,-1739
INV-BAL-076391,2025-07-15,Eldoret,LUB,1708393,0,0,1708393,1708158,-235
INV-BAL-447994,2026-02-15,Eldoret,LUB,1502698,0,0,1502698,1502859,161
INV-BAL-648858,2026-06-12,Mombasa (KOSF),AGO,1044970,471579,0,1516549,1513805,-2744
INV-BAL-075050,2025-05-08,Mombasa (Kipevu),LUB,729813,0,55767,674046,669307,-4739
INV-BAL-865812,2025-01-23,Nairobi,HFO,528208,663713,0,1191921,1191729,-192
INV-BAL-694086,2025-01-10,Kisumu,LUB,1932484,0,0,1932484,1927925,-4559
INV-BAL-415762,2025-03-04,Eldoret,JETA1,1530296,0,0,1530296,1529086,-1210
INV-BAL-610805,2025-04-11,Eldoret,HFO,1635394,728883,0,2364277,2364005,-272
INV-BAL-167746,2026-03-10,Nairobi,DPK,1985207,537190,0,2522397,2521374,-1023
